trial_id,phase,channel,channel_kind,metric,error_percent,within_30_percent,warning,blocks_task_success,source,acceptance_role
trial_043_20260902_clean_v010,P01,rear_left_hip,servo,command_endpoint_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_hip,servo,actual_endpoint_error_percent,0.0002270674591143427,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_hip,servo,command_delta_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_hip,servo,actual_delta_error_percent,0.16958809922057566,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_hip,servo,duration_error_percent,1.82098892079225e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_hip,servo,command_average_velocity_error_percent,1.545430450278218e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_hip,servo,measured_average_velocity_error_percent,0.6710921163525798,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_hip,servo,command_peak_velocity_error_percent,3.600083194517841e-13,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_hip,servo,measured_peak_velocity_error_percent,0.05156032481585553,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_hip,servo,trajectory_rmse_percent,0.16545416503777835,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_left_ankle,wheel,duration_error_percent,1.82098892079225e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_left_ankle,wheel,command_average_velocity_error_percent,1.3286431901227178e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_left_ankle,wheel,measured_average_velocity_error_percent,0.11486139789004236,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_left_ankle,wheel,command_peak_velocity_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_left_ankle,wheel,measured_peak_velocity_error_percent,3.345216791165559,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_left_ankle,wheel,command_wheel_integral_error_percent,3.15898510099535e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_left_ankle,wheel,actual_wheel_integral_error_percent,0.2200239756719921,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_right_ankle,wheel,duration_error_percent,1.82098892079225e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_right_ankle,wheel,command_average_velocity_error_percent,1.3286431901227178e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_right_ankle,wheel,measured_average_velocity_error_percent,0.004696512362258236,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_right_ankle,wheel,command_peak_velocity_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_right_ankle,wheel,measured_peak_velocity_error_percent,0.03177411165863816,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_right_ankle,wheel,command_wheel_integral_error_percent,3.15898510099535e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,front_right_ankle,wheel,actual_wheel_integral_error_percent,0.005813707597070396,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_ankle,wheel,duration_error_percent,1.82098892079225e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_ankle,wheel,command_average_velocity_error_percent,1.3286431901227178e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_ankle,wheel,measured_average_velocity_error_percent,0.15766120725747623,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_ankle,wheel,command_peak_velocity_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_ankle,wheel,measured_peak_velocity_error_percent,0.2452119378512511,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_ankle,wheel,command_wheel_integral_error_percent,3.15898510099535e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_left_ankle,wheel,actual_wheel_integral_error_percent,0.21285298785039672,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_right_ankle,wheel,duration_error_percent,1.82098892079225e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_right_ankle,wheel,command_average_velocity_error_percent,1.3286431901227178e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_right_ankle,wheel,measured_average_velocity_error_percent,0.22346308392880876,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_right_ankle,wheel,command_peak_velocity_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_right_ankle,wheel,measured_peak_velocity_error_percent,6.373333749487578,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_right_ankle,wheel,command_wheel_integral_error_percent,3.15898510099535e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P01,rear_right_ankle,wheel,actual_wheel_integral_error_percent,0.36678645398598075,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P02,front_right_knee,servo,command_endpoint_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P02,front_right_knee,servo,actual_endpoint_error_percent,0.6811960451639621,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P02,front_right_knee,servo,command_delta_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P02,front_right_knee,servo,actual_delta_error_percent,0.6865636935718967,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P02,front_right_knee,servo,duration_error_percent,4.9484226240438175e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P02,front_right_knee,servo,command_average_velocity_error_percent,4.9557388774434566e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P02,front_right_knee,servo,measured_average_velocity_error_percent,0.005050394485141519,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P02,front_right_knee,servo,command_peak_velocity_error_percent,5.6843418860808015e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P02,front_right_knee,servo,measured_peak_velocity_error_percent,0.010260693785264386,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P02,front_right_knee,servo,trajectory_rmse_percent,1.0581377477323264,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_knee,servo,command_endpoint_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_knee,servo,actual_endpoint_error_percent,0.5597175980980782,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_knee,servo,command_delta_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_knee,servo,actual_delta_error_percent,0.5126831228749407,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_knee,servo,duration_error_percent,5.625129991434446e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_knee,servo,command_average_velocity_error_percent,5.622285751952963e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_knee,servo,measured_average_velocity_error_percent,1.7705302896970998,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_knee,servo,command_peak_velocity_error_percent,5.6843418860808015e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_knee,servo,measured_peak_velocity_error_percent,1.9149159292816853,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_knee,servo,trajectory_rmse_percent,0.8869900593000872,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,rear_left_hip,servo,command_endpoint_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,rear_left_hip,servo,actual_endpoint_error_percent,3.0529756253534477,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,rear_left_hip,servo,command_delta_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,rear_left_hip,servo,actual_delta_error_percent,3.035849180867438,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,rear_left_hip,servo,duration_error_percent,5.625129991434446e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,rear_left_hip,servo,command_average_velocity_error_percent,5.6207111933258465e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,rear_left_hip,servo,measured_average_velocity_error_percent,8.170260795485724,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,rear_left_hip,servo,command_peak_velocity_error_percent,5.6843418860808015e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,rear_left_hip,servo,measured_peak_velocity_error_percent,6.612552133586482,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,rear_left_hip,servo,trajectory_rmse_percent,1.713774588381896,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_ankle,wheel,duration_error_percent,5.625129991434446e-12,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_ankle,wheel,command_average_velocity_error_percent,7.026728003956686e-14,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_ankle,wheel,measured_average_velocity_error_percent,0.6281527712938126,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
trial_043_20260902_clean_v010,P03,front_left_ankle,wheel,command_peak_velocity_error_percent,0.0,True,,false,raw observation/full12 ledgers vs immutable v010 contract,ADVISORY_DIAGNOSTIC_ONLY
