physics_tick,simulation_time_s,body_name,role,obstacle_pair_active,persistent_or_penetrating,body_collision,source,reason
1672,13.933333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1673,13.941666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1674,13.95,base_link,BODY,False,False,False,body_contacts.jsonl,
1675,13.958333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1676,13.966666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1677,13.975,base_link,BODY,False,False,False,body_contacts.jsonl,
1678,13.983333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1679,13.991666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1680,14.0,base_link,BODY,False,False,False,body_contacts.jsonl,
1681,14.008333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1682,14.016666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1683,14.025,base_link,BODY,False,False,False,body_contacts.jsonl,
1684,14.033333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1685,14.041666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1686,14.049999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1687,14.058333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1688,14.066666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1689,14.075,base_link,BODY,False,False,False,body_contacts.jsonl,
1690,14.083333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1691,14.091666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1692,14.1,base_link,BODY,False,False,False,body_contacts.jsonl,
1693,14.108333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1694,14.116666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1695,14.125,base_link,BODY,False,False,False,body_contacts.jsonl,
1696,14.133333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1697,14.141666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1698,14.15,base_link,BODY,False,False,False,body_contacts.jsonl,
1699,14.158333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1700,14.166666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1701,14.174999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1702,14.183333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1703,14.191666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1704,14.2,base_link,BODY,False,False,False,body_contacts.jsonl,
1705,14.208333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1706,14.216666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1707,14.225,base_link,BODY,False,False,False,body_contacts.jsonl,
1708,14.233333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1709,14.241666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1710,14.25,base_link,BODY,False,False,False,body_contacts.jsonl,
1711,14.258333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1712,14.266666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1713,14.275,base_link,BODY,False,False,False,body_contacts.jsonl,
1714,14.283333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1715,14.291666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1716,14.299999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1717,14.308333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1718,14.316666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1719,14.325,base_link,BODY,False,False,False,body_contacts.jsonl,
1720,14.333333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1721,14.341666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1722,14.35,base_link,BODY,False,False,False,body_contacts.jsonl,
1723,14.358333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1724,14.366666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1725,14.375,base_link,BODY,False,False,False,body_contacts.jsonl,
1726,14.383333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1727,14.391666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1728,14.4,base_link,BODY,False,False,False,body_contacts.jsonl,
1729,14.408333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1730,14.416666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1731,14.424999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1732,14.433333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1733,14.441666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1734,14.45,base_link,BODY,False,False,False,body_contacts.jsonl,
1735,14.458333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1736,14.466666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1737,14.475,base_link,BODY,False,False,False,body_contacts.jsonl,
1738,14.483333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1739,14.491666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1740,14.5,base_link,BODY,False,False,False,body_contacts.jsonl,
1741,14.508333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1742,14.516666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1743,14.525,base_link,BODY,False,False,False,body_contacts.jsonl,
1744,14.533333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1745,14.541666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1746,14.549999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1747,14.558333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1748,14.566666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1749,14.575,base_link,BODY,False,False,False,body_contacts.jsonl,
1750,14.583333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1751,14.591666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1752,14.6,base_link,BODY,False,False,False,body_contacts.jsonl,
1753,14.608333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1754,14.616666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1755,14.625,base_link,BODY,False,False,False,body_contacts.jsonl,
1756,14.633333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1757,14.641666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1758,14.65,base_link,BODY,False,False,False,body_contacts.jsonl,
1759,14.658333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1760,14.666666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1761,14.674999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1762,14.683333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1763,14.691666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1764,14.7,base_link,BODY,False,False,False,body_contacts.jsonl,
1765,14.708333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1766,14.716666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1767,14.725,base_link,BODY,False,False,False,body_contacts.jsonl,
1768,14.733333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1769,14.741666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1770,14.75,base_link,BODY,False,False,False,body_contacts.jsonl,
1771,14.758333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1772,14.766666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1773,14.775,base_link,BODY,False,False,False,body_contacts.jsonl,
1774,14.783333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1775,14.791666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1776,14.799999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1777,14.808333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1778,14.816666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1779,14.825,base_link,BODY,False,False,False,body_contacts.jsonl,
1780,14.833333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1781,14.841666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1782,14.85,base_link,BODY,False,False,False,body_contacts.jsonl,
1783,14.858333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1784,14.866666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1785,14.875,base_link,BODY,False,False,False,body_contacts.jsonl,
1786,14.883333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1787,14.891666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1788,14.9,base_link,BODY,False,False,False,body_contacts.jsonl,
1789,14.908333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1790,14.916666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1791,14.924999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1792,14.933333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1793,14.941666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1794,14.95,base_link,BODY,False,False,False,body_contacts.jsonl,
1795,14.958333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1796,14.966666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1797,14.975,base_link,BODY,False,False,False,body_contacts.jsonl,
1798,14.983333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1799,14.991666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1800,15.0,base_link,BODY,False,False,False,body_contacts.jsonl,
1801,15.008333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1802,15.016666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1803,15.025,base_link,BODY,False,False,False,body_contacts.jsonl,
1804,15.033333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1805,15.041666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1806,15.049999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1807,15.058333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1808,15.066666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1809,15.075,base_link,BODY,False,False,False,body_contacts.jsonl,
1810,15.083333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1811,15.091666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1812,15.1,base_link,BODY,False,False,False,body_contacts.jsonl,
1813,15.108333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1814,15.116666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1815,15.125,base_link,BODY,False,False,False,body_contacts.jsonl,
1816,15.133333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1817,15.141666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1818,15.15,base_link,BODY,False,False,False,body_contacts.jsonl,
1819,15.158333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1820,15.166666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1821,15.174999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1822,15.183333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1823,15.191666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1824,15.2,base_link,BODY,False,False,False,body_contacts.jsonl,
1825,15.208333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1826,15.216666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1827,15.225,base_link,BODY,False,False,False,body_contacts.jsonl,
1828,15.233333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1829,15.241666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1830,15.25,base_link,BODY,False,False,False,body_contacts.jsonl,
1831,15.258333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1832,15.266666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1833,15.275,base_link,BODY,False,False,False,body_contacts.jsonl,
1834,15.283333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1835,15.291666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1836,15.299999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1837,15.308333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1838,15.316666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1839,15.325,base_link,BODY,False,False,False,body_contacts.jsonl,
1840,15.333333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1841,15.341666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1842,15.35,base_link,BODY,False,False,False,body_contacts.jsonl,
1843,15.358333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1844,15.366666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1845,15.375,base_link,BODY,False,False,False,body_contacts.jsonl,
1846,15.383333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1847,15.391666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1848,15.4,base_link,BODY,False,False,False,body_contacts.jsonl,
1849,15.408333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1850,15.416666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1851,15.424999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1852,15.433333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1853,15.441666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1854,15.45,base_link,BODY,False,False,False,body_contacts.jsonl,
1855,15.458333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1856,15.466666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1857,15.475,base_link,BODY,False,False,False,body_contacts.jsonl,
1858,15.483333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1859,15.491666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1860,15.5,base_link,BODY,False,False,False,body_contacts.jsonl,
1861,15.508333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1862,15.516666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1863,15.525,base_link,BODY,False,False,False,body_contacts.jsonl,
1864,15.533333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1865,15.541666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1866,15.549999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1867,15.558333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1868,15.566666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1869,15.575,base_link,BODY,False,False,False,body_contacts.jsonl,
1870,15.583333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1871,15.591666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1872,15.6,base_link,BODY,False,False,False,body_contacts.jsonl,
1873,15.608333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1874,15.616666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1875,15.625,base_link,BODY,False,False,False,body_contacts.jsonl,
1876,15.633333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1877,15.641666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1878,15.65,base_link,BODY,False,False,False,body_contacts.jsonl,
1879,15.658333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1880,15.666666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1881,15.674999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1882,15.683333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1883,15.691666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1884,15.7,base_link,BODY,False,False,False,body_contacts.jsonl,
1885,15.708333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1886,15.716666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1887,15.725,base_link,BODY,False,False,False,body_contacts.jsonl,
1888,15.733333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1889,15.741666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1890,15.75,base_link,BODY,False,False,False,body_contacts.jsonl,
1891,15.758333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1892,15.766666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1893,15.775,base_link,BODY,False,False,False,body_contacts.jsonl,
1894,15.783333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1895,15.791666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1896,15.799999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1897,15.808333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1898,15.816666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1899,15.825,base_link,BODY,False,False,False,body_contacts.jsonl,
1900,15.833333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1901,15.841666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1902,15.85,base_link,BODY,False,False,False,body_contacts.jsonl,
1903,15.858333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1904,15.866666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1905,15.875,base_link,BODY,False,False,False,body_contacts.jsonl,
1906,15.883333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1907,15.891666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1908,15.9,base_link,BODY,False,False,False,body_contacts.jsonl,
1909,15.908333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1910,15.916666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1911,15.924999999999999,base_link,BODY,False,False,False,body_contacts.jsonl,
1912,15.933333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1913,15.941666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1914,15.95,base_link,BODY,False,False,False,body_contacts.jsonl,
1915,15.958333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1916,15.966666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1917,15.975,base_link,BODY,False,False,False,body_contacts.jsonl,
1918,15.983333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1919,15.991666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1920,16.0,base_link,BODY,False,False,False,body_contacts.jsonl,
1921,16.008333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1922,16.016666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1923,16.025,base_link,BODY,False,False,False,body_contacts.jsonl,
1924,16.03333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1925,16.041666666666668,base_link,BODY,False,False,False,body_contacts.jsonl,
1926,16.05,base_link,BODY,False,False,False,body_contacts.jsonl,
1927,16.058333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1928,16.066666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1929,16.075,base_link,BODY,False,False,False,body_contacts.jsonl,
1930,16.083333333333332,base_link,BODY,False,False,False,body_contacts.jsonl,
1931,16.091666666666665,base_link,BODY,False,False,False,body_contacts.jsonl,
1932,16.1,base_link,BODY,False,False,False,body_contacts.jsonl,
1933,16.108333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1934,16.116666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1935,16.125,base_link,BODY,False,False,False,body_contacts.jsonl,
1936,16.133333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1937,16.141666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1938,16.15,base_link,BODY,False,False,False,body_contacts.jsonl,
1939,16.15833333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1940,16.166666666666668,base_link,BODY,False,False,False,body_contacts.jsonl,
1941,16.175,base_link,BODY,False,False,False,body_contacts.jsonl,
1942,16.183333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1943,16.191666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1944,16.2,base_link,BODY,False,False,False,body_contacts.jsonl,
1945,16.208333333333332,base_link,BODY,False,False,False,body_contacts.jsonl,
1946,16.216666666666665,base_link,BODY,False,False,False,body_contacts.jsonl,
1947,16.225,base_link,BODY,False,False,False,body_contacts.jsonl,
1948,16.233333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1949,16.241666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1950,16.25,base_link,BODY,False,False,False,body_contacts.jsonl,
1951,16.258333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1952,16.266666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1953,16.275,base_link,BODY,False,False,False,body_contacts.jsonl,
1954,16.28333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1955,16.291666666666668,base_link,BODY,False,False,False,body_contacts.jsonl,
1956,16.3,base_link,BODY,False,False,False,body_contacts.jsonl,
1957,16.308333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1958,16.316666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1959,16.325,base_link,BODY,False,False,False,body_contacts.jsonl,
1960,16.333333333333332,base_link,BODY,False,False,False,body_contacts.jsonl,
1961,16.341666666666665,base_link,BODY,False,False,False,body_contacts.jsonl,
1962,16.35,base_link,BODY,False,False,False,body_contacts.jsonl,
1963,16.358333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1964,16.366666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1965,16.375,base_link,BODY,False,False,False,body_contacts.jsonl,
1966,16.383333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1967,16.391666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1968,16.4,base_link,BODY,False,False,False,body_contacts.jsonl,
1969,16.40833333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1970,16.416666666666668,base_link,BODY,False,False,False,body_contacts.jsonl,
1971,16.425,base_link,BODY,False,False,False,body_contacts.jsonl,
1972,16.433333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1973,16.441666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1974,16.45,base_link,BODY,False,False,False,body_contacts.jsonl,
1975,16.458333333333332,base_link,BODY,False,False,False,body_contacts.jsonl,
1976,16.466666666666665,base_link,BODY,False,False,False,body_contacts.jsonl,
1977,16.475,base_link,BODY,False,False,False,body_contacts.jsonl,
1978,16.483333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1979,16.491666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1980,16.5,base_link,BODY,False,False,False,body_contacts.jsonl,
1981,16.508333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1982,16.516666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1983,16.525,base_link,BODY,False,False,False,body_contacts.jsonl,
1984,16.53333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1985,16.541666666666668,base_link,BODY,False,False,False,body_contacts.jsonl,
1986,16.55,base_link,BODY,False,False,False,body_contacts.jsonl,
1987,16.558333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1988,16.566666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1989,16.575,base_link,BODY,False,False,False,body_contacts.jsonl,
1990,16.583333333333332,base_link,BODY,False,False,False,body_contacts.jsonl,
1991,16.591666666666665,base_link,BODY,False,False,False,body_contacts.jsonl,
1992,16.6,base_link,BODY,False,False,False,body_contacts.jsonl,
1993,16.608333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
1994,16.616666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
1995,16.625,base_link,BODY,False,False,False,body_contacts.jsonl,
1996,16.633333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
1997,16.641666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
1998,16.65,base_link,BODY,False,False,False,body_contacts.jsonl,
1999,16.65833333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
2000,16.666666666666668,base_link,BODY,False,False,False,body_contacts.jsonl,
2001,16.675,base_link,BODY,False,False,False,body_contacts.jsonl,
2002,16.683333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
2003,16.691666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
2004,16.7,base_link,BODY,False,False,False,body_contacts.jsonl,
2005,16.708333333333332,base_link,BODY,False,False,False,body_contacts.jsonl,
2006,16.716666666666665,base_link,BODY,False,False,False,body_contacts.jsonl,
2007,16.725,base_link,BODY,False,False,False,body_contacts.jsonl,
2008,16.733333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
2009,16.741666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
2010,16.75,base_link,BODY,False,False,False,body_contacts.jsonl,
2011,16.758333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
2012,16.766666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
2013,16.775,base_link,BODY,False,False,False,body_contacts.jsonl,
2014,16.78333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
2015,16.791666666666668,base_link,BODY,False,False,False,body_contacts.jsonl,
2016,16.8,base_link,BODY,False,False,False,body_contacts.jsonl,
2017,16.808333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
2018,16.816666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
2019,16.825,base_link,BODY,False,False,False,body_contacts.jsonl,
2020,16.833333333333332,base_link,BODY,False,False,False,body_contacts.jsonl,
2021,16.841666666666665,base_link,BODY,False,False,False,body_contacts.jsonl,
2022,16.85,base_link,BODY,False,False,False,body_contacts.jsonl,
2023,16.858333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
2024,16.866666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
2025,16.875,base_link,BODY,False,False,False,body_contacts.jsonl,
2026,16.883333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
2027,16.891666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
2028,16.9,base_link,BODY,False,False,False,body_contacts.jsonl,
2029,16.90833333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
2030,16.916666666666668,base_link,BODY,False,False,False,body_contacts.jsonl,
2031,16.925,base_link,BODY,False,False,False,body_contacts.jsonl,
2032,16.933333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
2033,16.941666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
2034,16.95,base_link,BODY,False,False,False,body_contacts.jsonl,
2035,16.958333333333332,base_link,BODY,False,False,False,body_contacts.jsonl,
2036,16.966666666666665,base_link,BODY,False,False,False,body_contacts.jsonl,
2037,16.975,base_link,BODY,False,False,False,body_contacts.jsonl,
2038,16.983333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
2039,16.991666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
2040,17.0,base_link,BODY,False,False,False,body_contacts.jsonl,
2041,17.008333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
2042,17.016666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
2043,17.025,base_link,BODY,False,False,False,body_contacts.jsonl,
2044,17.03333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
2045,17.041666666666668,base_link,BODY,False,False,False,body_contacts.jsonl,
2046,17.05,base_link,BODY,False,False,False,body_contacts.jsonl,
2047,17.058333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
2048,17.066666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
2049,17.075,base_link,BODY,False,False,False,body_contacts.jsonl,
2050,17.083333333333332,base_link,BODY,False,False,False,body_contacts.jsonl,
2051,17.091666666666665,base_link,BODY,False,False,False,body_contacts.jsonl,
2052,17.1,base_link,BODY,False,False,False,body_contacts.jsonl,
2053,17.108333333333334,base_link,BODY,False,False,False,body_contacts.jsonl,
2054,17.116666666666667,base_link,BODY,False,False,False,body_contacts.jsonl,
2055,17.125,base_link,BODY,False,False,False,body_contacts.jsonl,
2056,17.133333333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
2057,17.141666666666666,base_link,BODY,False,False,False,body_contacts.jsonl,
2058,17.15,base_link,BODY,False,False,False,body_contacts.jsonl,
2059,17.15833333333333,base_link,BODY,False,False,False,body_contacts.jsonl,
2060,17.166666666666668,base_link,BODY,False,False,False,body_contacts.jsonl,
