phase,state,channel,reference_start,reference_end,reference_delta,reference_active_duration,reference_average_velocity,reference_peak_velocity,reference_wheel_integral,fsm_start,fsm_command_end,fsm_actual_end,fsm_delta,fsm_active_duration,fsm_average_velocity,fsm_peak_velocity,fsm_wheel_integral,endpoint_error_percent,delta_error_percent,duration_error_percent,velocity_error_percent,wheel_integral_error_percent,within_15_percent,reference_actual_end,reference_actual_delta,reference_actual_wheel_integral,fsm_command_delta,fsm_actual_delta,fsm_command_wheel_integral,fsm_actual_wheel_integral,command_endpoint_error_percent,actual_endpoint_error_percent,command_delta_error_percent,actual_delta_error_percent,average_velocity_error_percent,peak_velocity_error_percent,command_wheel_integral_error_percent,actual_wheel_integral_error_percent,trajectory_rmse,trajectory_rmse_percent,active_sample_count,reference_measured_average_velocity,fsm_measured_average_velocity,measured_average_velocity_error_percent,reference_measured_peak_velocity,fsm_measured_peak_velocity,measured_peak_velocity_error_percent
P06,FRONT_PAIR_ADVANCE,front_right_ankle,0.0,0.0,0.0,25.533333333331882,0.3,0.3,7.659999999999564,0.0,0.0,-0.06999139487743378,0.11421303451061249,25.533333333333335,0.29999999999998567,0.3,5.6044623982161195,0.0,0.0,5.690835096460134e-12,4.296563105299355e-12,9.160064641816435e-13,True,-0.0556923933327198,0.1199563704431057,5.741420145642895,0.0,0.11421303451061249,7.659999999999634,5.6044623982161195,0.0,4.289700463414191,0.0,1.7230007797479627,4.296563105299355e-12,0.0,9.160064641816435e-13,2.3854332891960746,0.0,0.0,3066,0.2248179738866062,0.2194617279894548,1.6068737691454253,0.4805694818496704,0.4676494300365448,2.688487783992743
P06,FRONT_PAIR_ADVANCE,rear_left_ankle,0.0,0.0,0.0,25.533333333331882,0.3,0.3,7.659999999999564,0.0,0.0,0.04164016991853714,-0.04501742124557495,25.533333333333335,0.29999999999998567,0.3,8.57372043559637,0.0,0.0,5.690835096460134e-12,4.296563105299355e-12,9.160064641816435e-13,True,0.03686167672276497,-0.04872879758477211,8.464769270348171,0.0,-0.04501742124557495,7.659999999999634,8.57372043559637,0.0,1.433547958731651,0.0,1.1134129017591474,4.296563105299355e-12,0.0,9.160064641816435e-13,1.2871132309518594,0.0,0.0,3066,0.3313226375233112,0.3355892550355748,1.2799852536790777,0.4937291741371155,0.5139761567115784,4.10082766728304
P06,FRONT_PAIR_ADVANCE,rear_right_ankle,0.0,0.0,0.0,25.533333333331882,0.3,0.3,7.659999999999564,0.0,0.0,0.02024468220770359,0.053777145221829414,25.533333333333335,0.29999999999998567,0.3,8.143625871604282,0.0,0.0,5.690835096460134e-12,4.296563105299355e-12,9.160064641816435e-13,True,0.02711913362145424,0.05008804239332676,8.184636462564704,0.0,0.053777145221829414,7.659999999999634,8.143625871604282,0.0,2.062335424125194,0.0,1.1067308485507963,4.296563105299355e-12,0.0,9.160064641816435e-13,0.5010679600492728,0.0,0.0,3066,0.3203554493414611,0.31875673332904686,0.47961480372427084,0.4840041995048523,0.5269532799720764,8.873699961934637
P07,REAR_ENTRY_ALIGNMENT,front_left_hip,22.8,38.6,15.8,1.666666666666572,23.81636822556119,102.4837373259964,0.0,22.8,38.6,40.00275297675236,18.113723150576348,1.6666666666666643,23.955114189382275,102.36009041145167,0.0,1.4864523399080787,1.6318856558271657,5.5422333389290965e-12,0.58256558055805,0.0,True,40.23761244645784,18.37156108419704,0.0,15.8,18.113723150576348,0.0,0.0,0.0,1.4864523399080787,0.0,1.6318856558271657,0.58256558055805,0.12065027854265335,0.0,0.0,0.08778942042805074,0.555629243215511,202,23.81636822556119,23.955114189382275,0.58256558055805,102.4837373259964,102.36009041145167,0.12065027854265335
P07,REAR_ENTRY_ALIGNMENT,front_right_knee,45.9,31.1,-14.799999999999997,1.666666666666572,14.250034462295774,94.48188384538132,0.0,45.9,31.1,31.76596892309533,-14.484102569023626,1.6666666666666643,14.604198659338902,101.33660022470359,0.0,0.1739621491646256,7.961923825527771,5.5422333389290965e-12,7.255058959810693,0.0,True,31.791715321171694,-13.305737842845517,0.0,-14.799999999999997,-14.484102569023626,0.0,0.0,0.0,0.1739621491646256,0.0,7.961923825527771,2.485356775664031,7.255058959810693,0.0,0.0,0.948260657797042,6.407166606736772,202,14.250034462295774,14.604198659338902,2.485356775664031,94.48188384538132,101.33660022470359,7.255058959810693
P07,REAR_ENTRY_ALIGNMENT,front_right_ankle,0.0,0.0,0.0,1.666666666666572,0.37799999999999995,0.63,-0.6299999999999641,0.0,0.0,0.014660060405731201,0.08465145528316498,1.6666666666666643,0.3780000000000012,0.63,-0.666559141103061,0.0,0.0,5.5422333389290965e-12,3.3776626410553707e-13,5.868321701590447e-12,True,0.012575523927807808,0.06868311949074268,-0.6651533663359788,0.0,0.08465145528316498,-0.6300000000000011,-0.666559141103061,0.0,0.6253609433770179,0.0,4.7905007377266875,3.3776626410553707e-13,0.0,5.868321701590447e-12,0.21134595992891356,0.0,0.0,202,0.3985303122640154,0.39964659403292646,0.2800995895568256,0.7847051620483398,0.8521327972412109,8.59273501105341
P08,FIRST_REAR_LOAD_TRANSFER,rear_left_hip,6.9,31.2,24.299999999999997,0.39999999999997726,34.209147678502795,68.14841734947733,0.0,6.9,31.199999999999996,28.880959036333216,21.340364278645605,0.3999999999999986,34.76856828415856,70.57087371221658,0.0,1.6806762602129213,2.497038458788433,5.329070518201054e-12,3.554677360027985,0.0,True,28.472554705101476,20.733583933160016,0.0,24.299999999999997,21.340364278645605,0.0,0.0,1.4620220900413587e-14,1.6806762602129213,0.0,2.497038458788433,1.635295362846206,3.554677360027985,0.0,0.0,0.13868126000083078,0.5707047736659704,50,34.209147678502795,34.76856828415856,1.635295362846206,68.14841734947733,70.57087371221658,3.554677360027985
P09,RR_ACTIVE_LIFT_AND_PLACE,front_left_hip,38.6,-18.5,-57.1,7.200000000002284,12.39657935151836,185.19857126927977,0.0,38.6,-18.5,-18.904213520022612,-56.22257237936573,7.199999999999996,13.304510383084853,189.23937948415102,0.0,0.5265286371121495,0.5267559113577328,3.1777050127038847e-11,7.324044849963289,0.0,True,-18.603565668231575,-55.921794753980464,0.0,-57.1,-56.22257237936573,0.0,0.0,0.0,0.5265286371121495,0.0,0.5267559113577328,7.324044849963289,2.181878719245566,0.0,0.0,0.40090611750263677,0.7021122898469996,866,12.39657935151836,13.304510383084853,7.324044849963289,185.19857126927977,189.23937948415102,2.181878719245566
P09,RR_ACTIVE_LIFT_AND_PLACE,front_left_knee,-13.4,-31.4,-18.0,7.200000000002284,6.484424891118446,111.63664843648787,0.0,-13.4,-31.4,-32.562057376283306,-19.56114695740783,7.199999999999996,6.484529092317254,111.3079729034377,0.0,1.8345318928223344,0.5350504577320139,3.1777050127038847e-11,0.2944154430049581,0.0,True,-32.231841635575286,-19.464837875016066,0.0,-18.0,-19.56114695740783,0.0,0.0,0.0,1.8345318928223344,0.0,0.5350504577320139,0.0015630179821091161,0.2944154430049581,0.0,0.0,0.6159266021422156,3.421814456345642,866,6.484424891118446,6.484529092317254,0.0015630179821091161,111.63664843648787,111.3079729034377,0.2944154430049581
P09,RR_ACTIVE_LIFT_AND_PLACE,rear_left_hip,31.2,15.4,-15.799999999999999,7.200000000002284,12.779201116351814,129.23803909742156,0.0,31.199999999999996,15.4,15.82195836215983,-13.059000674173387,7.199999999999996,12.959489688653756,132.27528761754283,0.0,2.3987040772972197,2.020666075450627,3.1777050127038847e-11,2.3501196252534777,0.0,True,15.442963117946869,-13.378265914094586,0.0,-15.799999999999995,-13.059000674173387,0.0,0.0,0.0,2.3987040772972197,2.24855296126614e-14,2.020666075450627,1.4107968930174435,2.3501196252534777,0.0,0.0,0.055280201077654356,0.349874690364901,866,12.779201116351814,12.959489688653756,1.4107968930174435,129.23803909742156,132.27528761754283,2.3501196252534777
P09,RR_ACTIVE_LIFT_AND_PLACE,rear_left_knee,0.0,19.4,19.4,7.200000000002284,8.40057892248996,115.64180989408082,0.0,0.0,19.4,19.053410744849554,21.020257217909204,7.199999999999996,8.264612917430952,125.76917726326886,0.0,3.517142540208875,4.133110519937588,3.1777050127038847e-11,8.757531016216316,0.0,True,19.735736397650076,21.822080658777097,0.0,19.4,21.020257217909204,0.0,0.0,0.0,3.517142540208875,0.0,4.133110519937588,1.6185313692488525,8.757531016216316,0.0,0.0,0.12642097417057538,0.6516545060338937,866,8.40057892248996,8.264612917430952,1.6185313692488525,115.64180989408082,125.76917726326886,8.757531016216316
P09,RR_ACTIVE_LIFT_AND_PLACE,rear_right_hip,0.0,-6.9,-6.9,7.200000000002284,19.675026628638218,130.68322516352623,0.0,0.0,-6.9,-6.374283567826641,-5.641609922611313,7.199999999999996,19.543825391161285,128.62866328005137,0.0,2.917722344080162,2.452170447052948,3.1777050127038847e-11,1.5721695580316075,0.0,True,-6.763313213703996,-5.968565982218373,0.0,-6.9,-5.641609922611313,0.0,0.0,0.0,2.917722344080162,0.0,2.452170447052948,0.6668414734746108,1.5721695580316075,0.0,0.0,0.09005805082693381,1.3051891424193305,866,19.675026628638218,19.543825391161285,0.6668414734746108,130.68322516352623,128.62866328005137,1.5721695580316075
P09,RR_ACTIVE_LIFT_AND_PLACE,rear_right_knee,0.0,-37.8,-37.8,7.200000000002284,10.651568707374581,105.6524943083971,0.0,0.0,-37.8,-50.749110668423576,-51.44661393537479,7.199999999999996,10.668522264630136,106.75721593494413,0.0,0.30341940884353014,0.4355639612873379,3.1777050127038847e-11,1.0456181217287466,0.0,True,-50.63441813188072,-51.28197075800818,0.0,-37.8,-51.44661393537479,0.0,0.0,0.0,0.30341940884353014,0.0,0.4355639612873379,0.15916488661258732,1.0456181217287466,0.0,0.0,1.4625161235462822,3.869090273931964,866,10.651568707374581,10.668522264630136,0.15916488661258732,105.6524943083971,106.75721593494413,1.0456181217287466
P09,RR_ACTIVE_LIFT_AND_PLACE,front_left_ankle,0.0,0.0,0.0,7.200000000002284,0.40916666666678764,1.07,-0.9060000000012605,0.0,0.0,0.4670770764350891,0.46454749372787774,7.199999999999996,0.4091666666666646,1.07,-0.6685761555243517,0.0,0.0,3.1777050127038847e-11,3.006420638576724e-11,1.386675910225253e-10,True,0.12681689858436584,0.12413868634030223,-0.799206878302458,0.0,0.46454749372787774,-0.9060000000000041,-0.6685761555243517,0.0,102.07805335521697,0.0,102.12264221627264,3.006420638576724e-11,0.0,1.386675910225253e-10,16.345044859419914,0.0,0.0,866,0.3585353044800202,0.3538577772065831,1.3046211112238533,1.399324655532837,1.7618488073349,25.907079559319314
