"candidate","event_family","event_detail","occurrence","phase","physics_tick","simulation_time_s","source_event_pre_step_tick","source_event_post_step_tick","sampled_last_command_pre_tick","sampled_last_command_post_tick","owner_observation_tick","decision_end_tick","body_collider_min_recorded_m","body_collider_min_independent_m","base_origin_z_m","RR_mount_USD_z_m","RR_mount_URDF_estimate_z_m","RR_upper_link_origin_measured_z_m","RR_mount_to_wheel_link_origin_vertical_distance_m","RR_front_distance_m","RR_top_gap_m","FL_source_N_deg","FL_final_target_deg","FL_actual_deg","RL_source_N_deg","RL_final_target_deg","RL_actual_deg","RR_hip_source_N_deg","RR_hip_final_target_deg","RR_hip_actual_deg","RR_knee_source_N_deg","RR_knee_mapper_N_deg","RR_knee_geometry_adjustment_deg","RR_knee_geometry_corrected_N_deg","RR_knee_final_target_deg","RR_knee_actual_deg","RR_knee_actual_lower_margin_deg","RR_policy_interval_lower_deg","RR_policy_interval_upper_deg","RR_initial_lift_current","RR_qualified_lift_current","RR_current_lift_valid","RR_history_Q","RR_history_C","RR_history_P","RR_ground_contact","RR_support","RR_bearing_force_N","RR_load_fraction","RR_load_fraction_valid","FL_source_reduction_deg","RL_source_reduction_deg","next_native_FL_N_deg","next_native_RL_N_deg","body_collision","task_success","termination_reason","height_sample_exact_tick","height_sample_before_tick","height_sample_after_tick","geometry_mode_and_confound","source_physical_path","source_physical_line","source_native_path","source_native_line","source_owner_path","source_owner_line","evidence_pointer","unknown_and_clock_notes","evaluation_termination_reason","controller_termination_reason","source_acceptance_error","source_terminal_decision_path","source_terminal_decision_line","candidate_source_head","candidate_runtime_sha256","RR_wheel_link_origin_z_m","RR_wheel_collider_min_z_m","RR_wheel_center_z_m"
"B2_ZERO","TERMINAL","TERMINAL",1,,6374,53.11666666666667,,,6373,6374,,,0.10869434036868275,,0.10238389670848846,,0.16580883965157736,0.16580884158611298,,-0.019751604964021396,-0.005733860554657154,-18.5,-19.663239778393148,-19.452129587693744,15.4,13.420246184153564,14.126273400697661,-6.9,-6.672113841268706,-6.68970170369783,-37.8,-27.799999999999997,-32.20000000000001,-60.00000000000001,-60,-60.000011087842644,-0.000011087842644030843,,,,,,true,false,false,,,,,,,,,,false,false,"SAFETY_ABORT / HARD_JOINT_LIMIT",,,,"B2 original link-origin nominal geometry projection; no height candidate; differs from new collider-point/trust-region geometry as well as FL/RL candidate","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\physical_observations.jsonl",6375,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\native_tick_audit.jsonl",6374,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\existing_A_B2_height_window.json#/rows where run_label=B2_ZERO and physics_tick=6374","Direct USD mount/independent height stream absent; URDF estimate is separate. Missing exact sparse headroom stays null.",,,,,,,,,,
"FL_preparation_minus4_v1","P07_SOURCE_START","P07_SOURCE_START",1,"P06",5160,43,5160,5161,5159,5160,5160,5160,0.1321349335498972,0.1321349335498972,0.09104172140359879,0.20483562160576063,,0.20483563840389252,0.15592259723985868,-0.218984391857866,-0.05092924746865264,24.9,22.4,22.800721769042024,6.9,6.9,7.510796349886137,0,0,0.4868563909666113,0,0,,0,0,-0.19220723285541813,59.80779276714458,-58,208,false,false,false,,,,true,true,7.5156402587890625,0.2618439636617041,true,4,,33.6,6.9,,,,5160,,,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\physical_observations.jsonl",5161,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\native_tick_audit.jsonl",5160,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\video_policy_decisions.jsonl",645,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_FL4.aggregate.json#/events/1","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"3fc0a8cf5bb7a33d2e7d85fc9cd4955f669b2e92","9dd0d517ae1de3a475a65d13ad1f47c37d3ec12a43395ceae1ba7ebe9c14ce33",0.04891302436590195,-0.0009292474686526386,
"FL_preparation_minus4_v1","P08_SOURCE_START","P08_SOURCE_START",1,"P09",5360,44.666666666666664,5360,5361,5359,5360,5360,5360,0.13406598817899826,0.13406598817899826,0.09594892710447311,0.2089001973076582,,0.20890019834041595,0.15914137930710315,-0.2071683074729478,-0.04999271156665942,35.7,34.45,38.0109878525066,6.9,6.9,8.43916505338438,0,0,-0.0905604910294206,0,0,,0,0,0.20970835988449768,60.209708359884495,-58,208,false,false,false,,,,true,true,0.7532424330711365,0.02599800810003277,true,,,34.6,14.3,,,,5360,,,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\physical_observations.jsonl",5361,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\native_tick_audit.jsonl",5360,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\video_policy_decisions.jsonl",670,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_FL4.aggregate.json#/events/4","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"3fc0a8cf5bb7a33d2e7d85fc9cd4955f669b2e92","9dd0d517ae1de3a475a65d13ad1f47c37d3ec12a43395ceae1ba7ebe9c14ce33",0.04975881800055504,0.000007288433340579825,
"FL_preparation_minus4_v1","RR_FIRST_QUALIFICATION","RR_Q",1,"P09",5442,45.35,,,5441,5442,,,0.08740291553366242,,0.05415868014097214,,,0.1871338188648224,,-0.18938892738986368,-0.04141380224074116,34.6,34.6,34.53880654641726,31.199999999999996,31.199999999999996,31.428995257152323,33.4,16.3,9.957044089113756,0,0,0,0,0,-0.06687753045391542,59.933122469546085,-58,208,,,,,,,,,,,,,,34.6,31.199999999999996,,,,,5440,5448,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\physical_observations.jsonl",5443,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\native_tick_audit.jsonl",5442,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_FL4.aggregate.json#/events/8","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"3fc0a8cf5bb7a33d2e7d85fc9cd4955f669b2e92","9dd0d517ae1de3a475a65d13ad1f47c37d3ec12a43395ceae1ba7ebe9c14ce33",,,
"FL_preparation_minus4_v1","RR_RETRY_QUALIFICATION","RR_Q",2,"P09",5764,48.03333333333333,,,5763,5764,,,0.08371986399984453,,0.054038047790527344,,,0.16824038326740265,,-0.048651751448396396,-0.04247458029265897,34.6,34.6,34.53876556528224,31.199999999999996,31.199999999999996,32.56776879180645,-6.9,-8.15,-7.841448755793577,-37.8,-39.05,0,-39.05,-39.05,-38.60983594712743,21.39016405287257,-18.950000000000003,247.05,,,,,,,,,,,,,,34.6,31.199999999999996,,,,,5760,5768,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\physical_observations.jsonl",5765,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\native_tick_audit.jsonl",5764,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_FL4.aggregate.json#/events/12","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"3fc0a8cf5bb7a33d2e7d85fc9cd4955f669b2e92","9dd0d517ae1de3a475a65d13ad1f47c37d3ec12a43395ceae1ba7ebe9c14ce33",,,
"FL_preparation_minus4_v1","PRE_LATE_LAST_GROUND_REVOCATION","RR_current_lift_revoked_ground",2,"P09",6154,51.28333333333333,,,6153,6154,,,0.11278661479142778,,0.10135183483362198,,,0.16999903321266174,,-0.0488660897510087,-0.05052282168923142,-18.5,-18.5,-17.884061588231386,15.4,14.813741378619563,15.307628042184943,-6.9,-5.613473393328478,-4.767907598630621,-37.8,-27.799999999999997,-10,-37.8,-37.8,-40.133979000037435,19.866020999962565,-20.200000000000003,245.8,,,,,,,,,,,,,,-18.5,15.4,,,,,6152,6160,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\physical_observations.jsonl",6155,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\native_tick_audit.jsonl",6154,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_FL4.aggregate.json#/events/13","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"3fc0a8cf5bb7a33d2e7d85fc9cd4955f669b2e92","9dd0d517ae1de3a475a65d13ad1f47c37d3ec12a43395ceae1ba7ebe9c14ce33",,,
"FL_preparation_minus4_v1","TERMINAL","TERMINAL",1,"P09",8844,73.7,,,8843,8844,,,0.12972802409755513,0.12972802409755513,0.1082572415471077,0.18987571116548801,,0.18987572193145752,0.14103591483098293,-0.06477814572024698,-0.051133383488464634,-18.5,-18.06944245632735,-17.975459764609912,15.4,15.086607435961577,14.787299108571494,-6.9,-6.484732823468898,-6.150699886667212,-37.8,-27.799999999999997,,-27.799999999999997,-27.799999999999997,-28.89303124894887,31.10696875105113,-30.200000000000003,235.8,false,false,false,false,false,false,true,true,13.429889678955078,0.47058718806362865,true,4,,,,false,false,"INCOMPLETE_CONTROLLER_BLOCKED",8844,,,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\physical_observations.jsonl",8845,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\native_tick_audit.jsonl",8844,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_FL4.aggregate.json#/events/15","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,"INCOMPLETE_CONTROLLER_BLOCKED","SemanticVideoError: episode did not meet common physical task","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0201029055401Z_g3fc0a8cf5bb7_6d18f77a22f445c9bdb2f8d20e472917\source\video_policy_decisions.jsonl",1106,"3fc0a8cf5bb7a33d2e7d85fc9cd4955f669b2e92","9dd0d517ae1de3a475a65d13ad1f47c37d3ec12a43395ceae1ba7ebe9c14ce33",0.04883979633450508,-0.0011333834884646315,
"RL_preparation_minus3_v1","P07_SOURCE_START","P07_SOURCE_START",1,"P06",5160,43,5160,5161,5159,5160,5160,5160,0.1321349335498972,0.1321349335498972,0.09104172140359879,0.20483562160576063,,0.20483563840389252,0.15592259723985868,-0.218984391857866,-0.05092924746865264,24.9,22.4,22.800721769042024,6.9,6.9,7.510796349886137,0,0,0.4868563909666113,0,0,,0,0,-0.19220723285541813,59.80779276714458,-58,208,false,false,false,,,,true,true,7.5156402587890625,0.2618439636617041,true,,,37.6,6.9,,,,5160,,,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\physical_observations.jsonl",5161,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\native_tick_audit.jsonl",5160,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\video_policy_decisions.jsonl",645,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_RL3.aggregate.json#/events/1","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"a9c52261ba87f05817bce72d9b6f89311c2c539f","c10acaa8e5df5af5b3bb7f7acb73fd600cb79dbb6543de12b22a0c50016fa9f3",0.04891302436590195,-0.0009292474686526386,
"RL_preparation_minus3_v1","P08_SOURCE_START","P08_SOURCE_START",1,"P09",5360,44.666666666666664,5360,5361,5359,5360,5360,5360,0.13314960770279788,0.13314960770279788,0.09433291107416153,0.20829917634031506,,0.2082991749048233,0.15853705773255558,-0.20711493151355143,-0.049995999261233576,39.7,38.45,42.063472275763985,6.9,6.9,8.435796916349917,0,0,-0.13411041750765657,0,0,,0,0,0.19698756319410704,60.19698756319411,-58,208,false,false,false,,,,true,true,0.6892814636230469,0.023732193483356197,true,,3,38.6,11.3,,,,5360,,,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\physical_observations.jsonl",5361,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\native_tick_audit.jsonl",5360,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\video_policy_decisions.jsonl",670,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_RL3.aggregate.json#/events/4","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"a9c52261ba87f05817bce72d9b6f89311c2c539f","c10acaa8e5df5af5b3bb7f7acb73fd600cb79dbb6543de12b22a0c50016fa9f3",0.049762118607759476,0.000004000738766427037,
"RL_preparation_minus3_v1","P09_LATE_GROUP_RELEASE","P09_LATE_GROUP_RELEASE",1,"P09",6155,51.291666666666664,6155,6156,6154,6155,6160,6160,0.08916765758081857,,0.05203402042388916,,,0.1977936327457428,,0.00009793383907918951,-0.00026886062488543083,38.6,38.6,38.9547526561677,28.199999999999996,28.199999999999996,29.27822332902867,-6.9,-8.15,-8.228361896801873,-37.8,-39.05,,-39.05,-39.05,-39.44699174312838,20.55300825687162,-18.950000000000003,247.05,,,,,,,,,,,,,,-18.5,15.4,,,,,6152,6160,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\physical_observations.jsonl",6156,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\native_tick_audit.jsonl",6155,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\video_policy_decisions.jsonl",770,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_RL3.aggregate.json#/events/8","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"a9c52261ba87f05817bce72d9b6f89311c2c539f","c10acaa8e5df5af5b3bb7f7acb73fd600cb79dbb6543de12b22a0c50016fa9f3",,,
"RL_preparation_minus3_v1","RR_FIRST_QUALIFICATION","RR_Q",1,"P09",5434,45.28333333333333,,,5433,5434,,,0.09546148499419826,,0.0600481778383255,,,0.19731074571609497,,-0.182761486937288,-0.04199086196616338,38.6,38.6,38.54557309846516,28.199999999999996,28.199999999999996,27.829944894777288,23.8,10,4.305651227857294,0,0,0,0,0,0.13308698302963892,60.13308698302964,-58,208,,,,,,,,,,,,,,38.6,28.199999999999996,,,,,5432,5440,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\physical_observations.jsonl",5435,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\native_tick_audit.jsonl",5434,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_RL3.aggregate.json#/events/10","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"a9c52261ba87f05817bce72d9b6f89311c2c539f","c10acaa8e5df5af5b3bb7f7acb73fd600cb79dbb6543de12b22a0c50016fa9f3",,,
"RL_preparation_minus3_v1","RR_CROSS_EVENT","RR_C",1,"P09",6155,51.291666666666664,,,6154,6155,,,0.08916765758081857,,0.05203402042388916,,,0.1977936327457428,,0.00009793383907918951,-0.00026886062488543083,38.6,38.6,38.9547526561677,28.199999999999996,28.199999999999996,29.27822332902867,-6.9,-8.15,-8.228361896801873,-37.8,-39.05,,-39.05,-39.05,-39.44699174312838,20.55300825687162,-18.950000000000003,247.05,,,,,,,,,,,,,,-18.5,15.4,,,,,6152,6160,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\physical_observations.jsonl",6156,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\native_tick_audit.jsonl",6155,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_RL3.aggregate.json#/events/11","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"a9c52261ba87f05817bce72d9b6f89311c2c539f","c10acaa8e5df5af5b3bb7f7acb73fd600cb79dbb6543de12b22a0c50016fa9f3",,,
"RL_preparation_minus3_v1","RR_PLACE_EVENT","RR_P",1,"P09",6155,51.291666666666664,,,6154,6155,,,0.08916765758081857,,0.05203402042388916,,,0.1977936327457428,,0.00009793383907918951,-0.00026886062488543083,38.6,38.6,38.9547526561677,28.199999999999996,28.199999999999996,29.27822332902867,-6.9,-8.15,-8.228361896801873,-37.8,-39.05,,-39.05,-39.05,-39.44699174312838,20.55300825687162,-18.950000000000003,247.05,,,,,,,,,,,,,,-18.5,15.4,,,,,6152,6160,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\physical_observations.jsonl",6156,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\native_tick_audit.jsonl",6155,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_RL3.aggregate.json#/events/12","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.",,,,,,"a9c52261ba87f05817bce72d9b6f89311c2c539f","c10acaa8e5df5af5b3bb7f7acb73fd600cb79dbb6543de12b22a0c50016fa9f3",,,
"RL_preparation_minus3_v1","TERMINAL","TERMINAL",1,"P13",8857,73.80833333333334,,,8856,8857,,,0.19085308816860985,0.19085308816860985,0.14933907985687256,0.2556526049152502,,0.2556525766849518,0.15618038765345899,0.2667883072597945,-0.0007621020709325799,0.5,-1.0960288419482183,0.6934130508554329,-2.5999999999999996,-2.673279836983932,-2.644767747742994,-0.5,-0.6780789094756827,-0.495872587516572,-6,-6.153838216605678,,-6.153838216605678,-6.153838216605678,-6.030535408103826,53.96946459189618,-51.84616178339432,214.15383821660566,true,true,true,true,true,true,false,true,11.368696212768555,0.4668752256475027,true,,,,,false,false,"INCOMPLETE_CONTROLLER_BLOCKED",8857,,,"New height/collider-point geometry revision; BOTH nominal geometry and candidate differ versus B2. Same initial arrays do not remove this confound.","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\physical_observations.jsonl",8858,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\native_tick_audit.jsonl",8857,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_height_and_p02_recovery_v1\B_HEIGHT_RL3.aggregate.json#/events/13","Physical/q exact120Hz. Independent height only exact grid samples; before/after are NOT interpolated. Current Q/support/load null when no exact semantic endpoint.","INCOMPLETE_CONTROLLER_BLOCKED",,"SemanticVideoError: episode did not meet common physical task","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260915T0337171871054Z_ga9c52261ba87_04308a2500274274be681e7e107973c2\source\video_policy_decisions.jsonl",1108,"a9c52261ba87f05817bce72d9b6f89311c2c539f","c10acaa8e5df5af5b3bb7f7acb73fd600cb79dbb6543de12b22a0c50016fa9f3",0.09947221726179123,0.04923789792906742,
