trial_id,phase,channel,channel_kind,metric,error_percent,within_30_percent,warning,blocks_task_success,source
trial_010_20260901_clean_v010,P05,rear_left_ankle,wheel,command_average_velocity_error_percent,1.3837169892279397e-12,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_left_ankle,wheel,measured_average_velocity_error_percent,0.7745949067256829,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_left_ankle,wheel,command_peak_velocity_error_percent,0.0,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_left_ankle,wheel,measured_peak_velocity_error_percent,6.0995221241824735,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_left_ankle,wheel,command_wheel_integral_error_percent,7.0223862858408205e-12,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_left_ankle,wheel,actual_wheel_integral_error_percent,2.3856057882243666,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_right_ankle,wheel,duration_error_percent,5.657574865213446e-12,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_right_ankle,wheel,command_average_velocity_error_percent,1.3837169892279397e-12,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_right_ankle,wheel,measured_average_velocity_error_percent,0.2602436750130663,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_right_ankle,wheel,command_peak_velocity_error_percent,0.0,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_right_ankle,wheel,measured_peak_velocity_error_percent,0.21451435937664246,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_right_ankle,wheel,command_wheel_integral_error_percent,7.0223862858408205e-12,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P05,rear_right_ankle,wheel,actual_wheel_integral_error_percent,0.2148916748574892,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P06,front_left_ankle,wheel,duration_error_percent,5.690835096460134e-12,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P06,front_left_ankle,wheel,command_average_velocity_error_percent,4.773959005888173e-12,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P06,front_left_ankle,wheel,measured_average_velocity_error_percent,0.8129841478986377,True,,False,raw observation/full12 ledgers vs immutable v010 contract
trial_010_20260901_clean_v010,P06,front_left_ankle,wheel,command_peak_velocity_error_percent,0.0,True,,False,raw observation/full12 ledgers vs immutable v010 contract
